"Notes"	"County"	"County Code"	"Age Group"	"Age Group Code"	"Gender"	"Gender Code"	"Race"	"Race Code"	"Hispanic Origin"	"Hispanic Origin Code"	Deaths	Population	Crude Rate
	"Fayette County, AL"	"01057"	"35-44 years"	"35-44"	"Male"	"M"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	71	17511	405.5
	"Fayette County, AL"	"01057"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	185	19364	955.4
	"Franklin County, AL"	"01059"	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	30	13461	222.9
	"Franklin County, AL"	"01059"	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	68	27134	250.6
	"Franklin County, AL"	"01059"	"35-44 years"	"35-44"	"Male"	"M"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	131	31049	421.9
	"Franklin County, AL"	"01059"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	286	32652	875.9
	"Geneva County, AL"	"01061"	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	28	10603	264.1
	"Geneva County, AL"	"01061"	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	36	22103	162.9
	"Geneva County, AL"	"01061"	"35-44 years"	"35-44"	"Male"	"M"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	91	26057	349.2
	"Geneva County, AL"	"01061"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	204	29908	682.1
	"Greene County, AL"	"01063"	"35-44 years"	"35-44"	"Male"	"M"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	11	1777	619.0 (Unreliable)
	"Greene County, AL"	"01063"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	16	2730	586.1 (Unreliable)
	"Hale County, AL"	"01065"	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	14	6374	219.6 (Unreliable)
	"Hale County, AL"	"01065"	"35-44 years"	"35-44"	"Male"	"M"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	28	7705	363.4
	"Hale County, AL"	"01065"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	62	9060	684.3
	"Henry County, AL"	"01067"	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	13	4717	275.6 (Unreliable)
	"Henry County, AL"	"01067"	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	31	10779	287.6
	"Henry County, AL"	"01067"	"35-44 years"	"35-44"	"Male"	"M"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	39	13134	296.9
	"Henry County, AL"	"01067"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	103	14525	709.1
	"Houston County, AL"	"01069"	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	61	32099	190.0
	"Houston County, AL"	"01069"	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	115	72903	157.7
	"Houston County, AL"	"01069"	"35-44 years"	"35-44"	"Male"	"M"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	211	84171	250.7
	"Houston County, AL"	"01069"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	485	89752	540.4
	"Jackson County, AL"	"01071"	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	65	23899	272.0
	"Jackson County, AL"	"01071"	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	113	51126	221.0
	"Jackson County, AL"	"01071"	"35-44 years"	"35-44"	"Male"	"M"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	217	60333	359.7
	"Jackson County, AL"	"01071"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	541	64042	844.8
	"Jefferson County, AL"	"01073"	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"Hispanic or Latino"	"2135-2"	49	19997	245.0
	"Jefferson County, AL"	"01073"	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	347	189745	182.9
	"Jefferson County, AL"	"01073"	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	"Hispanic or Latino"	"2135-2"	70	44737	156.5
	"Jefferson County, AL"	"01073"	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	832	429330	193.8
	"Jefferson County, AL"	"01073"	"35-44 years"	"35-44"	"Male"	"M"	"White"	"2106-3"	"Hispanic or Latino"	"2135-2"	56	25386	220.6
	"Jefferson County, AL"	"01073"	"35-44 years"	"35-44"	"Male"	"M"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	1428	434331	328.8
	"Jefferson County, AL"	"01073"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	"Hispanic or Latino"	"2135-2"	35	12679	276.0
	"Jefferson County, AL"	"01073"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	3195	464116	688.4
	"Lamar County, AL"	"01075"	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	18	6213	289.7 (Unreliable)
	"Lamar County, AL"	"01075"	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	26	12556	207.1
	"Lamar County, AL"	"01075"	"35-44 years"	"35-44"	"Male"	"M"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	56	15253	367.1
	"Lamar County, AL"	"01075"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	111	16547	670.8
	"Lauderdale County, AL"	"01077"	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	76	51387	147.9
	"Lauderdale County, AL"	"01077"	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	145	80565	180.0
	"Lauderdale County, AL"	"01077"	"35-44 years"	"35-44"	"Male"	"M"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	288	90147	319.5
	"Lauderdale County, AL"	"01077"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	665	97749	680.3
	"Lawrence County, AL"	"01079"	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	34	13814	246.1
	"Lawrence County, AL"	"01079"	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	74	29008	255.1
	"Lawrence County, AL"	"01079"	"35-44 years"	"35-44"	"Male"	"M"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	173	35011	494.1
	"Lawrence County, AL"	"01079"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	342	36757	930.4
	"Lee County, AL"	"01081"	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	60	156901	38.2
	"Lee County, AL"	"01081"	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	129	116336	110.9
